ID_Original,ID_Padre,Fecha,Actor_Original_Cola,Motivos_Originales,Estado_Seguimiento,Tipo_Revision,Prioridad,Variante_Identidad_Pendiente,IDs_Actuales,Actores_Actuales,Alertas_Actuales,Justificacion,Siguiente_Paso,Texto_Original,Final_Anterior_Actual,Inicio_Siguiente_Actual,SHA256_Texto
6159,4575,2012-02-14,Miguel Ricaurte Bermúdez,ATRIBUCION_HEURISTICA_LEGADA;VARIANTE_IDENTIDAD_POR_VERIFICAR,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,SI,6504,Miguel Ricaurte Bermúdez,VARIANTE_IDENTIDAD_POR_VERIFICAR,"Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor. La variante de identidad sigue pendiente, aunque cambie la etiqueta local o el método.","Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad. Verificar identidad con documentación externa; no fusionar variantes a partir de esta revisión local.","El señor Miguel Ricaurte inicia su intervención refiriéndose a los principales desarrollos desde la Reunión de Política Monetaria (RPM) precedente. En primer término, señala que las últimas cifras de actividad y empleo fueron levemente mejores en Estados Unidos de América, algo más negativas en la Zona Euro y que dieron cuenta de una desaceleración en China, y que, en este contexto, las proyecciones del Fondo Monetario Internacional se alinearon con lo planteado en el Informe de Política Monetaria (IPoM) del mes de diciembre de 2011. En segundo lugar, menciona que los precios de la mayoría de los commodities aumentaron y que el mercado petrolero asignaría una menor probabilidad a la materialización de un conflicto en Medio Oriente. Plantea, además, que se observan mejores condiciones financieras a nivel internacional, pero que persiste la incertidumbre respecto de la Zona Euro en general y, en particular, sobre la entrega del paquete de ayuda a Grecia tras la aprobación de recortes fiscales por parte de ese país. Agrega que continuaron las rebajas de clasificación de riesgo en la Zona Euro. En este sentido, precisa que, a principios del mes, Standard & Poor’s rebajó la clasificación de AAA a Francia, al Fondo de Estabilidad Financiera y a otros soberanos y bancos, y Moody’s puso un outlook negativo a Francia, Reino Unido y Austria y previno en bajar la calificación de riesgo al Reino Unido. En materia de política monetaria, consigna que la mayoría de los consejeros de la Reserva Federal proyecta que los primeros movimientos de tasas de interés se adoptarían recién en el año 2014; que el Banco de Inglaterra incrementó su programa de compra de bonos en £50 billones; que el Banco Central Europeo mantuvo su tasa y no aclaró cuál será su rol en la renegociación de la deuda griega; y que esta mañana, el Banco de Japón anunció que establecerá una meta de inflación de 1%, que posteriormente se revisaría al alza, a 2%, y que incrementará la compra de bonos de gobierno en 10 trillones de yenes. El señor Miguel Ricaurte prosigue con su presentación, indicando que a pesar de la rebajas de calificación de riesgo comentadas y de la incertidumbre por el rescate de Grecia, los CDS soberanos mostraron una importante baja, tanto en las economías desarrolladas como en las emergentes, y que los CDS bancarios siguieron esta tendencia en Europa y Estados Unidos de América. Añade que la volatilidad continúa disminuyendo y que los premios por riesgo corporativo cayeron en las economías desarrolladas y emergentes. De hecho, precisa que el VIX se encuentra hoy en niveles bastante más bajos que los observados en la segunda mitad del año pasado. En cuanto a las primas por liquidez en dólares, destaca la reversión de la tendencia exhibida en las economías desarrolladas, ya que luego de experimentar aumentos hasta la Reunión pasada, han registrado bajas sostenidas durante un mes completo. Hace presente que ello se refleja también en otras medidas de liquidez, como son los Basis Swaps y el Spread entre la Libor y la tasa implícita para la Zona Euro y Estados Unidos de América, respectivamente, así como también en Japón. Manifiesta, además, que las condiciones de liquidez también registraron leves mejoras en las economías emergentes, y que con el mejor ánimo reinante en el mercado, las bolsas repuntaron entre 5 y 9%, encabezadas por las europeas, ya que también fueron las que anotaron las mayores pérdidas durante el año 2011. Añade que este mejor ánimo llevó también a entradas de flujos a las economías emergentes, que se acercan a los niveles elevados de finales del año 2010 y principios del 2011. En relación con las tasas de interés, el señor Miguel Ricaurte señala que las tasas de largo plazo en las economías desarrolladas exhibieron leves alzas, que alcanzaron a 6 puntos base en Estados Unidos de América, a 15 puntos base en Alemania y, coherente con ello, también en la Zona Euro. No obstante, hace presente que las condiciones crediticias se restringieron en estas economías durante el cuarto trimestre del año pasado, ya que los distintos programas de préstamos se tornaron menos flexibles. Plantea que en materia de política monetaria, se observaron expansiones en las economías emergentes en particular, como en Brasil, Israel, Tailandia e Indonesia, y que se espera una mayor mantención del estímulo monetario en muchas economías desarrolladas y también en algunos países emergentes. Agrega que las encuestas y los contratos futuros dan cuenta de que se mantendría este estímulo monetario, especialmente en las economías desarrolladas.","Política Monetaria correspondiente al mes de agosto de 2012 para el día 16 de ese mes. Por último, deja constancia que el Ministro de Hacienda señor Felipe Larraín le informó que solo asistirá al análisis de las opciones y adopción de acuerdos de la presente Sesión, que se tratarán en la segunda parte de esta Reunión. A continuación, el Presidente señor Rodrigo Vergara da paso a la presentación del escenario externo, a cargo del Gerente de Análisis Internacional Subrogante señor Miguel Ricaurte.",El Consejero señor Sebastián Claro consulta si la alusión a una mayor mantención del estímulo monetario significa que continuarían las reducciones de tasas.,21057cd763854b3d0d2182dd7d28f4e865ad511e2377012e750572d03a6c81d0
6161,4577,2012-02-14,Miguel Ricaurte Bermúdez,VARIANTE_IDENTIDAD_POR_VERIFICAR,IDENTIDAD_PENDIENTE,TRIAJE_AUTOMATICO,ALTA,SI,6506,Miguel Ricaurte Bermúdez,VARIANTE_IDENTIDAD_POR_VERIFICAR,"No adjudicado: leer el intervalo con los párrafos contiguos. La alerta no es un error confirmado. La variante de identidad sigue pendiente, aunque cambie la etiqueta local o el método.",Verificar identidad con documentación externa; no fusionar Ricaurte automáticamente. Verificar identidad con documentación externa; no fusionar variantes a partir de esta revisión local.,"El señor Miguel Ricaurte responde que ello implica efectivamente, que persistirían las bajas de las tasas rectoras y, además, que ellas serán más prolongadas en las economías desarrolladas en particular. Prosigue su exposición, mencionando que en las economías emergentes, las proyecciones se revisaron al alza en los últimos días. Al respecto, precisa que en América Latina ello se observa en Brasil, mientras que en Asia y Oceanía, Tailandia e Indonesia que fueron revisadas durante la última semana, probablemente como consecuencia de los mejores datos locales. De hecho, indica que en Tailandia se esperaba que la tasa de interés estuviera en 3,20% en dos años más, y ahora se proyecta que en esa fecha alcanzará a 3,25% anual. Con respecto a Estados Unidos de América, comenta que se esperaba un alza hacia finales del año 2013, en tanto que ahora, con la publicación de las proyecciones de los miembros del Board de la Reserva Federal, el mercado ha interpretado que se ha postergado la oportunidad de la primera alza. En ese sentido, explica que ello, más los anuncios de compra de títulos del gobierno por parte del Banco de Japón y del Banco de Inglaterra, constituyen una mayor prolongación del estímulo monetario en las economías desarrolladas. En términos de paridades, destaca que el dólar estadounidense se depreció de manera generalizada, especialmente en América Latina y Europa emergente, y que de acuerdo con el cierre estadístico del día viernes 10 último, el peso chileno no solo registra una apreciación de 3,13% desde la Reunión pasada, sino que es la moneda que presenta la mayor apreciación frente al dólar estadounidense entre aquellas analizadas habitualmente para efectos de esta presentación. En cuanto al euro, agrega que se apreció frente al dólar en un 1,06%. En materia de cifras económicas, subraya que las referidas a actividad y mercado laboral en Estados Unidos de América fueron mejores que lo anticipado; que persiste la debilidad en la Zona Euro, a pesar de que las encuestas de expectativas han arrojado resultados más positivos que los esperados por el mercado; y que se confirma la desaceleración de China. Recalca que estas cifras están en línea con lo proyectado en el IPoM de diciembre de 2011. En lo relativo a producción industrial, indica que los datos de noviembre pasado, que son los más recientes, dieron cuenta de un leve repunte, y que en las encuestas de PMI de enero último fueron algo más favorables que a finales del año 2011. Además, destaca el repunte de Asia emergente, impulsado por Tailandia, economía que a pesar de que aún se mantiene en niveles bajos, registra una significativa recuperación luego de las inundaciones que la afectaron, empujando la actividad de esta región. Acota que América Latina se muestra sin cambios. El señor Miguel Ricaurte destaca que se ha acentuado la percepción de desacoplamiento de la trayectoria del PIB de Estados Unidos de América y de la Zona Euro. En efecto, menciona que los indicadores proyectados muestran que la Zona Euro habría entrado en recesión en el cuarto trimestre del año pasado y que el descenso de su producto sería algo menor en el primer trimestre del año en curso, mientras que el de Estados Unidos de América continuaría el proceso de recuperación, no a tasas significativas, pero positivas. En materia de empleo, hace presente que Estados Unidos de América y Alemania lideran la creación de puestos de trabajo en las economías desarrolladas, lo que los ha llevado no solo a una reducción de sus tasas de desempleo respectivas, sino que a alcanzar una tasa de desempleo récord en el caso de Alemania y a exhibir la más baja en varios años en el de Estados Unidos de América. En este contexto, plantea que las proyecciones de crecimiento del mercado y del Fondo Monetario Internacional se han alineado con las del IPoM. Explica que ello obedece a que las proyecciones anteriores de dicho organismo correspondían a las del mes de septiembre de 2011 y, en consecuencia, estaban bastante rezagadas con respecto a los eventos que ocurrieron a partir de entonces. Añade que destacan los grandes ajustes efectuados en la Zona Euro y en China, que dan cuenta de una mayor caída para el año 2012 en dicha región y una desaceleración importante en China, superiores incluso a lo proyectado en el último IPoM. No obstante, precisa que en el neto y en términos de nuestros socios comerciales, están alineadas con las proyecciones internas. El Gerente de Análisis Internacional Subrogante señala que las brechas del PIB esperadas para el cuarto trimestre dan cuenta de esta desaceleración global. De hecho, advierte que las proyecciones del producto para el primer trimestre del año en curso mantienen esta desaceleración. A título ejemplar, menciona que China, que estaba creciendo en el rango de tendencia, comienza a hacerlo a una tasa parecida o inferior a la de tendencia, dando cuenta de la desaceleración de su economía.",El Consejero señor Sebastián Claro consulta si la alusión a una mayor mantención del estímulo monetario significa que continuarían las reducciones de tasas.,"El Presidente señor Rodrigo Vergara se refiere al Heat Map relativo al PIB que se encuentra contenido en la lámina N° 24 de la presentación y consulta la razón por la cual Chile aparece en rojo, esto es, que su producto estaría creciendo más rápido que su crecimiento de tendencia.",6c187b57aef147d24340507cf15e8cd8d5fb3bb2b240c5e7d4e4e7887250d0c4
6163,4579,2012-02-14,Miguel Ricaurte Bermúdez,ATRIBUCION_HEURISTICA_LEGADA;VARIANTE_IDENTIDAD_POR_VERIFICAR,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,SI,6508,Miguel Ricaurte Bermúdez,VARIANTE_IDENTIDAD_POR_VERIFICAR,"Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor. La variante de identidad sigue pendiente, aunque cambie la etiqueta local o el método.","Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad. Verificar identidad con documentación externa; no fusionar variantes a partir de esta revisión local.","El señor Miguel Ricaurte indica que dicha información no corresponde a la proyección oficial del Banco. Aclara que para estos efectos, se realiza una estimación para todos los países analizados, utilizando para ello un filtro HP sobre los crecimientos respectivos, y con esa información se determina si las expectativas se encuentran por sobre o bajo las expectativas de mercado. Especifica que se considera como punto de partida la estimación del año 2008, que luego se asume que el crecimiento futuro de cada economía es el de tendencia y se lo compara con las expectativas de crecimiento. Asimismo, y respondiendo la consulta específica formulada por el Presidente señor Rodrigo Vergara, precisa que el hecho que Chile aparezca en color rojo significa que su PIB potencial está sobre la tendencia y, además, que está creciendo más rápido que su crecimiento de tendencia.","El Presidente señor Rodrigo Vergara se refiere al Heat Map relativo al PIB que se encuentra contenido en la lámina N° 24 de la presentación y consulta la razón por la cual Chile aparece en rojo, esto es, que su producto estaría creciendo más rápido que su crecimiento de tendencia.",El Presidente señor Rodrigo Vergara manifiesta que le sorprende el hecho que la economía chilena esté creciendo a una tasa mayor que su tendencia.,5f50759fd1857d9d32d97142df0d2fd7b895818dbd37c5fa809075130bc5f6d2
6166,4582,2012-02-14,Miguel Ricaurte Bermúdez,ATRIBUCION_HEURISTICA_LEGADA;VARIANTE_IDENTIDAD_POR_VERIFICAR,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,SI,6511,Miguel Ricaurte Bermúdez,VARIANTE_IDENTIDAD_POR_VERIFICAR,"Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor. La variante de identidad sigue pendiente, aunque cambie la etiqueta local o el método.","Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad. Verificar identidad con documentación externa; no fusionar variantes a partir de esta revisión local.","El señor Miguel Ricaurte retoma su presentación, señalando que coherente con la desaceleración global de la economía, la inflación se ha moderado en las economías desarrolladas y en Asia emergente, y que la inflación de alimentos, en particular, que ha sido motivo de preocupación, estaría en línea con los comportamientos históricos. Exhibe, además, el Heat Map de inflación que se contiene en la lámina N° 28 de la presentación, que muestra que los desvíos respecto de las metas se mantienen en los países analizados. Con respecto a las proyecciones de inflación, informa que Consensus Forecasts ha dado a conocer los primeros datos para el año 2013. En su opinión, lo destacable, más allá de las leves bajas observadas en el último mes en Europa emergente y en economías desarrollas y las leves alzas en América Latina y Asia emergente, es el hecho que las proyecciones para el año 2013 están alineadas con las del año 2012. En materia de precios de commodities, indica que la mayoría de ellos ha aumentado. Destaca la caída del precio del petróleo WTI por un exceso de oferta en Estados Unidos de América y el incremento del petróleo Brent por una mayor demanda en Europa y Asia, como consecuencia del clima adverso.","El Gerente de Análisis Macroeconómico señor Claudio Soto plantea que se debe considerar lo que arroja el filtro HP respecto a la tendencia del producto y que la velocidad de los últimos tres meses, hasta diciembre del año 2011, fue de 6%, aproximadamente, superior a la tendencia.","El Vicepresidente señor Manuel Marfán, refiriéndose a los gráficos que se contienen en la lámina N° 29, solicita que se explique lo que representan las barras con borde verde y naranjo.",a84aada20e9c6c82793af566bfc4e09e4d34989ffa19363bd3bf2f67e8ca15e3
6168,4584,2012-02-14,Miguel Ricaurte Bermúdez,ATRIBUCION_HEURISTICA_LEGADA;VARIANTE_IDENTIDAD_POR_VERIFICAR,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,SI,6513,Miguel Ricaurte Bermúdez,VARIANTE_IDENTIDAD_POR_VERIFICAR,"Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor. La variante de identidad sigue pendiente, aunque cambie la etiqueta local o el método.","Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad. Verificar identidad con documentación externa; no fusionar variantes a partir de esta revisión local.","El señor Miguel Ricaurte responde que ellas representan las mayores variaciones de precio registradas en el mes en relación con la variación anotada al cierre estadístico, y que en este caso particular correspondió al día anterior. A título ejemplar, señala que en el último mes, el maíz llegó a bajar alrededor de 7,5% con respecto a la RPM anterior, mientras que al cierre, esa caída alcanzó solo a 0,2% respecto de igual fecha. Añade que este gráfico tiene por objeto mostrar la volatilidad de los precios de los commodities, pero que a partir de la próxima Reunión se exhibirán las mayores alzas y caídas, a fin de entregar una noción de volatilidad, no solo de las máximas variaciones. En relación con los índices agregados, comenta que los correspondientes a metales, granos y cereales, así como el de energía, aumentaron respecto de la Reunión pasada. Añade que el índice FAO de enero, que está atrasado un mes respecto de los índices restantes, también experimentó un aumento de 2%, empujado por todos sus componentes, con excepción de la carne, cuya alza fue inferior a 2%, y el maíz, que en enero pasado registró un aumento en torno a 6% por la sequía que ha afectado a América Latina. En cuanto a los perfiles futuros del índice FAO total, señala que se han ajustado al alza respecto al citado IPoM de diciembre, aparentemente por el aumento del precio de la carne y los lácteos, ya que el índice FAO de cereales no ha registrado variación. Hace presente que el precio de los metales aumentó de manera generalizada, no destacándose el oro en esta ocasión, pero sí el cobre, que no solo exhibe un alza significativa, sino que su perfil de precios futuros es más elevado. Añade que el perfil de futuros del petróleo Brent, en cambio, que es el considerado para efectos del precio de la gasolina en Chile, se ha mantenido, porque no hay expectativas de alzas futuras. Al concluir su presentación, el Gerente de Análisis Internacional Subrogante señor Miguel Ricaurte exhibe un gráfico de la volatilidad del WTI y el VIX, que se contiene en la lámina N°34, para reflejar el impacto que podría tener un eventual conflicto en Medio Oriente. Al respecto, hace notar que la volatilidad de las opciones de WTI han venido cayendo, a pesar del primer anuncio de Francia de un embargo a las importaciones de petróleo desde Irán y de su posterior aprobación por parte de la Unión Europea, lo que significa que el mercado le estaría asignando poca probabilidad de ocurrencia a un shock adverso para la oferta de petróleo de Medio Oriente. No obstante, hace presente que en caso de una disminución de la oferta de petróleo, en particular de una contracción del 80% del proveniente del Golfo, el efecto sobre el precio de este producto sería muy significativo, estimándose un alza del orden de un 55%, en promedio, en doce meses. Por último, reitera que el mercado le está asignando poca probabilidad a ese evento, pero que en esta ocasión ha sido cuantificado para tener una noción de cuál sería su posible efecto.","El Vicepresidente señor Manuel Marfán, refiriéndose a los gráficos que se contienen en la lámina N° 29, solicita que se explique lo que representan las barras con borde verde y naranjo.","El Presidente señor Rodrigo Vergara agradece la presentación del Gerente de Análisis Internacional Subrogante señor Miguel Ricaurte y, a continuación, ofrece la palabra para consultas o comentarios.",be4ec63a7ce1938bc3f352ff0013e809fa00a43e7bdd8fb9bb2a833c7889b24f
6176,4592,2012-02-14,Luis Óscar Herrera Barriga,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,6522,Luis Óscar Herrera Barriga,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El Gerente de División Estudios señor Luis Óscar Herrera procede a responder las consultas y comentarios formulados precedentemente. En primer término, y en cuanto a las proyecciones internas versus las del Fondo Monetario Internacional, señala que las primeras tienen una ventaja de tiempo respecto de las otras, porque estas últimas corresponden a las del mes de septiembre del año pasado. Precisa que la corrección realizada por dicho organismo últimamente es equivalente a la efectuada en el IPoM de diciembre respecto al Informe anterior de septiembre, y que las proyecciones de Consensus Forecasts tienen cierto rezago y van ajustándose gradualmente. Enfatiza que el Banco Central de Chile se adelantó a esas correcciones, pero que en el neto, el ajuste del Fondo Monetario Internacional desde septiembre a diciembre de 2011 es similar al realizado internamente.","miento, que puede ser o no de carácter transitorio. Indica que este cambio surge a partir del LTRO, acción que ha implementado el Banco Central Europeo y que solucionó el problema de liquidez, y, por otra parte, de la publicación de las cifras de empleo en Estados Unidos de América, que fueron mejores que lo esperado Asimismo, consulta por la idea que contiene el título de la lámina N° 26 de la presentación, denominado “Inflación de alimentos en emergentes en línea con comportamiento histórico”.","El Vicepresidente señor Manuel Marfán concluye que no hay más pesimismo o, en otras palabras, que no existe mayor optimismo que el observado.",ca324ac4c09320e588677604c6cb7c22143706e527753ef360260e0e3bcf7379
6180,4596,2012-02-14,Rodrigo Vergara Montes,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,6527,Rodrigo Vergara Montes,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","No habiendo más comentarios y preguntas, el Presidente señor Rodrigo Vergara solicita al Gerente de Análisis Macroeconómico señor Claudio Soto, que exponga acerca del escenario interno.","a que en el último mes se ha observado una mejora de ánimo en los mercados financieros, con cambios en los fundamentos o en las condiciones reales. En su opinión, ello obedecería a que hay considerable riqueza financiera en el mundo y a que los mercados están muy presionados por las tasas de interés de los instrumentos de bajo riesgo, existiendo, por tanto, mayor disposición por tomar posiciones en activos algo más riesgosos. Hace presente que ello generará movimientos permanentes en las bolsas.","El señor Gerente de Análisis Macroeconómico inicia su exposición, mencionando los puntos destacados desde la última Reunión. En primer término, destaca que el dato de actividad correspondiente al mes de diciembre sorprendió al alza, la que estuvo impulsada principalmente por los sectores de comercio, construcción y minería. En segundo lugar, indica que ha continuado el proceso de normalización de la demanda interna. De hecho, comenta que se observa claramente una atenuación en el ritmo de crecim",9583356406e4e06e380c1b16f30dd934111a1af1b6e059233c24a3bf3bd656d8
6201,4617,2012-02-14,Kevin Cowan Logan,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,6548,Kevin Cowan Logan,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El Gerente de División Política Financiera señor Kevin Cowan alude a la corrección al alza del crecimiento del sector construcción en el primer trimestre, desde 6,2 a 8,9%. Al respecto, consulta si tal alza corresponde a construcción residencial o no residencial."," de la demanda, que ha generado, a su vez, una cierta reducción de inventarios. No obstante, destaca que la demanda se ha ido ajustando más gradualmente, desconociéndose aún si ello llevará a una reversión en las decisiones de acumulación de inventarios hacia adelante. Agrega que, de acuerdo con el IMCE, tanto en industria como en comercio, las respuestas apuntan a que los inventarios se encuentran en niveles adecuados y que, por tanto, no existiría una necesidad de ajuste futuro de importancia.","El señor Claudio Soto responde que la corrección antedicha obedece tanto a la construcción residencial como a otras obras de ingeniería, que está creciendo con fuerte dinamismo, porque está asociada a proyectos de inversión, mineros y energéticos. En cuanto a la parte residencial, señala que las ventas exhiben un aumento, en especial de aquellas no sujetas a subsidio habitacional. Subraya, en consecuencia, que en la medida que estos subsidios se incorporen en la medición, se observará un mayor d",f1ea9451ad35d6b1de4525dc85811d701a995fa453425902af3019d809d375d5
6210,4626,2012-02-14,Claudio Soto Gamboa,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,6557,Claudio Soto Gamboa,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El señor Claudio Soto lo confirma y agrega que, en esta ocasión, los precios superan a los del episodio anterior, porque no solo la temporada actual está siendo afectada por las condiciones climáticas, sino que se espera que también lo sean las temporadas futuras.","El Consejero señor Sebastián Claro, refiriéndose a la lámina N° 59 de la presentación, consulta si el hecho de comparar los períodos 2011 – 2012 y 1999 – 2000 obedece a que este último fue particularmente seco.","El Presidente señor Rodrigo Vergara consulta si ello implica que el aumento que exhiben hoy las frutas y verduras, de 20% en doce meses, se mantendrá por unos meses más.",86e45c68f85892e8866bec309eefed3bcc7413a8be811c8fddbc1b07e806f7ba
6220,4636,2012-02-14,Beltrán de Ramón Acevedo,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,6569,Beltrán de Ramón Acevedo,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El Gerente de División Operaciones Financieras señor Beltrán de Ramón alude a los problemas de liquidez registrados en el mes de diciembre de 2011, que, al parecer, no habrían afectado a las tasas de los créditos de consumo de corto plazo, pero sí al volumen de operaciones. Al respecto, solicita que se precise si su apreciación es correcta.","El Presidente señor Rodrigo Vergara agradece la presentación del Gerente de Análisis Macroeconómico señor Claudio Soto y, a continuación, ofrece la palabra para consultas o comentarios.","El señor Claudio Soto responde que los últimos datos de las tasas de colocación de créditos de consumo, tanto de aquellas entre 90 y 360 días como de las operaciones a más de un año, dan cuenta de un incremento, pero que los datos anteriores no reflejaron mayores variaciones. Agrega que las tasas informadas por la Superintendencia de Bancos e Instituciones Financieras el día anterior, correspondientes a los meses de diciembre de 2011 y enero de 2012, reflejan un aumento en enero, pero que se des",2bfeb3457de062fb9c5c70ac2a2f24b6cb15c64939d69c93406ada14f77e44ba
6222,4638,2012-02-14,Kevin Cowan Logan,POSIBLE_OTRO_HABLANTE_O_MENCION,SEGMENTACION_O_ACTOR_MODIFICADO,COMPARACION_AUTOMATICA,ALTA,,6571;6572,Kevin Cowan Logan → Rodrigo Vergara Montes,,Se modificó la atribución o un límite dentro del intervalo original; no se certifica pureza de todos los segmentos resultantes.,Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Gerente de División Política Financiera señor Kevin Cowan señala que los spreads de las tasas de los créditos de consumo y comerciales no registran, aparentemente, cambios materiales. En su opinión, las variaciones que se advierten en las tasas de interés se relacionan más con los costos de captación de fondos. Hace presente que ello se observó con intensidad durante los años 2008 y 2009. Al no haber consultas o comentarios adicionales, el Presidente señor Rodrigo Vergara suspende la presente Reunión para reanudarla a las 16 horas.","de colocación de créditos de consumo, tanto de aquellas entre 90 y 360 días como de las operaciones a más de un año, dan cuenta de un incremento, pero que los datos anteriores no reflejaron mayores variaciones. Agrega que las tasas informadas por la Superintendencia de Bancos e Instituciones Financieras el día anterior, correspondientes a los meses de diciembre de 2011 y enero de 2012, reflejan un aumento en enero, pero que se desconoce si es genuino u obedece a un problema de error estadístico.","Siendo las 16:00 horas, se reanuda la Reunión de Política Monetaria N° 182, incorporándose a ella el Ministro de Hacienda señor Felipe Larraín.",a37c4a5b84bc690037a21e0d106fd7eaa708354c709d5b7088c2df9cd819e1cb
6236,4649,2012-02-14,Rodrigo Vergara Montes,DUPLICADO_NO_FORMULA,FORMULA_PROCEDIMENTAL_RECLASIFICADA,LECTURA_DIRIGIDA_POR_AGENTE,RESUELTO_EN_ESTE_MOTIVO,,6586,Rodrigo Vergara Montes,,"FORM-783-10: Fórmula de apertura, saludo o paso de palabra/votación. No contiene una recomendación sustantiva de tasa; conservar todas sus repeticiones.",Conservar todas las repeticiones; revisar separadamente otros motivos si quedan.,"El Presidente señor Rodrigo Vergara agradece al Consejero señor Sebastián Claro y, prosiguiendo con la votación, concede la palabra al Consejero señor Enrique Marshall.","servarse hacia fines del año pasado han tendido a disminuir. Con todo, considera que se dan las condiciones que favorecen una mantención de la TPM en una zona de normalidad y por esta razón, su voto es por mantenerla en el nivel actual. A su juicio, es la decisión más prudente y deja mayor espacios hacia adelante. Por último, indica que no se pueden descartar bajas futuras de la tasa rectora, aunque las condiciones actuales no permiten observar con claridad su oportunidad y la magnitud de ellas.","El Consejero señor Enrique Marshall inicia su intervención agradeciendo al staff por el apoyo proporcionado para esta Reunión. Plantea que en el último mes, las noticias del exterior han tenido un sello más auspicioso que en meses anteriores, pero que ello no configura un cambio sustancial del escenario mundial, porque los problemas estructurales que afectan a las economías avanzadas siguen presentes. Agrega que los mercados financieros se han movido al alza, dando cuenta de un mayor apetito por",a5d8efbd560865c1d8117e3bb4cc4645f5db10b485d841dcb8d108f88eb440c9
